	RTOES_DIST	RTOES_DIST	RTOES_DIST	LTOES_DIST	LTOES_DIST	LTOES_DIST	RTOES_PROX	RTOES_PROX	RTOES_PROX	LTOES_PROX	LTOES_PROX	LTOES_PROX	RFTS_DIST	RFTS_DIST	RFTS_DIST	LFTS_DIST	LFTS_DIST	LFTS_DIST	RFTS_PROX	RFTS_PROX	RFTS_PROX	LFTS_PROX	LFTS_PROX	LFTS_PROX
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
661	0.32161	0.21895	0.01033	0.13264	0.73151	0.01448	0.29161	0.17691	0.01316	0.14369	0.68098	0.01460	0.31061	0.17172	0.02136	0.12216	0.68293	0.02022	0.19661	0.01218	0.02550	0.16519	0.48620	0.02067
662	0.32154	0.21924	0.01016	0.13265	0.73124	0.01570	0.29161	0.17716	0.01313	0.14384	0.68074	0.01545	0.31063	0.17200	0.02129	0.12229	0.68262	0.02104	0.19688	0.01228	0.02550	0.16578	0.48598	0.02071
663	0.32138	0.21943	0.00996	0.13278	0.73111	0.01689	0.29152	0.17731	0.01311	0.14405	0.68063	0.01621	0.31056	0.17217	0.02123	0.12249	0.68246	0.02179	0.19700	0.01230	0.02541	0.16616	0.48587	0.02060
664	0.32117	0.21947	0.00981	0.13306	0.73115	0.01800	0.29134	0.17734	0.01309	0.14430	0.68067	0.01694	0.31038	0.17219	0.02119	0.12277	0.68249	0.02259	0.19690	0.01228	0.02533	0.16629	0.48587	0.02030
665	0.32104	0.21936	0.00972	0.13330	0.73125	0.01899	0.29120	0.17725	0.01306	0.14449	0.68077	0.01770	0.31024	0.17210	0.02116	0.12297	0.68257	0.02344	0.19669	0.01223	0.02530	0.16633	0.48594	0.01996
666	0.32109	0.21918	0.00966	0.13325	0.73125	0.01987	0.29122	0.17709	0.01301	0.14446	0.68078	0.01851	0.31025	0.17194	0.02115	0.12295	0.68253	0.02429	0.19662	0.01213	0.02531	0.16652	0.48597	0.01982
667	0.32124	0.21908	0.00956	0.13309	0.73112	0.02072	0.29138	0.17698	0.01293	0.14439	0.68067	0.01938	0.31039	0.17185	0.02113	0.12286	0.68235	0.02512	0.19680	0.01202	0.02538	0.16686	0.48590	0.01997
668	0.32135	0.21914	0.00945	0.13346	0.73096	0.02166	0.29152	0.17702	0.01278	0.14470	0.68050	0.02030	0.31055	0.17192	0.02097	0.12316	0.68218	0.02600	0.19711	0.01199	0.02557	0.16697	0.48570	0.02028
669	0.32137	0.21933	0.00941	0.13479	0.73090	0.02276	0.29157	0.17718	0.01260	0.14567	0.68036	0.02122	0.31063	0.17209	0.02071	0.12416	0.68218	0.02700	0.19733	0.01208	0.02583	0.16659	0.48542	0.02052
670	0.32134	0.21950	0.00949	0.13673	0.73099	0.02389	0.29155	0.17733	0.01257	0.14708	0.68034	0.02210	0.31064	0.17225	0.02062	0.12562	0.68236	0.02798	0.19741	0.01220	0.02607	0.16596	0.48519	0.02061
671	0.32127	0.21955	0.00959	0.13860	0.73120	0.02477	0.29150	0.17737	0.01274	0.14847	0.68047	0.02274	0.31058	0.17230	0.02081	0.12703	0.68268	0.02864	0.19742	0.01220	0.02622	0.16546	0.48515	0.02059
672	0.32124	0.21941	0.00958	0.14007	0.73148	0.02515	0.29149	0.17724	0.01297	0.14960	0.68069	0.02296	0.31054	0.17219	0.02112	0.12815	0.68305	0.02877	0.19737	0.01208	0.02628	0.16520	0.48527	0.02054
673	0.32143	0.21907	0.00943	0.14130	0.73176	0.02493	0.29161	0.17696	0.01309	0.15056	0.68093	0.02268	0.31062	0.17189	0.02133	0.12910	0.68341	0.02837	0.19719	0.01196	0.02626	0.16503	0.48541	0.02056
674	0.32186	0.21864	0.00925	0.14259	0.73204	0.02412	0.29190	0.17665	0.01310	0.15157	0.68114	0.02195	0.31086	0.17153	0.02140	0.13010	0.68379	0.02755	0.19686	0.01201	0.02624	0.16480	0.48553	0.02074
675	0.32233	0.21831	0.00914	0.14399	0.73232	0.02277	0.29220	0.17645	0.01302	0.15260	0.68135	0.02092	0.31114	0.17127	0.02136	0.13115	0.68419	0.02649	0.19652	0.01220	0.02633	0.16441	0.48564	0.02106
676	0.32258	0.21818	0.00910	0.14520	0.73257	0.02083	0.29235	0.17638	0.01284	0.15342	0.68152	0.01963	0.31128	0.17118	0.02116	0.13200	0.68455	0.02519	0.19633	0.01235	0.02654	0.16391	0.48575	0.02127
677	0.32251	0.21816	0.00904	0.14589	0.73281	0.01818	0.29229	0.17633	0.01259	0.15381	0.68169	0.01797	0.31126	0.17114	0.02085	0.13239	0.68486	0.02347	0.19637	0.01229	0.02677	0.16343	0.48589	0.02114
678	0.32223	0.21811	0.00888	0.14596	0.73310	0.01494	0.29211	0.17622	0.01244	0.15370	0.68197	0.01592	0.31112	0.17105	0.02061	0.13226	0.68521	0.02131	0.19659	0.01196	0.02690	0.16306	0.48619	0.02082
679	0.32189	0.21806	0.00861	0.14554	0.73348	0.01169	0.29192	0.17609	0.01252	0.15325	0.68238	0.01379	0.31097	0.17096	0.02061	0.13179	0.68564	0.01907	0.19692	0.01152	0.02681	0.16283	0.48667	0.02059
680	0.32166	0.21809	0.00837	0.14499	0.73385	0.00907	0.29184	0.17607	0.01284	0.15276	0.68279	0.01201	0.31090	0.17095	0.02090	0.13129	0.68605	0.01727	0.19721	0.01123	0.02650	0.16280	0.48717	0.02053
681	0.32161	0.21823	0.00833	0.14466	0.73406	0.00737	0.29186	0.17621	0.01321	0.15254	0.68305	0.01076	0.31091	0.17107	0.02130	0.13108	0.68629	0.01606	0.19734	0.01124	0.02605	0.16308	0.48751	0.02046
682	0.32172	0.21836	0.00852	0.14467	0.73410	0.00640	0.29194	0.17636	0.01343	0.15265	0.68312	0.00995	0.31097	0.17120	0.02156	0.13120	0.68633	0.01527	0.19729	0.01142	0.02565	0.16362	0.48764	0.02034
683	0.32193	0.21837	0.00880	0.14487	0.73408	0.00591	0.29208	0.17639	0.01341	0.15295	0.68311	0.00944	0.31109	0.17119	0.02156	0.13149	0.68631	0.01475	0.19719	0.01157	0.02541	0.16421	0.48767	0.02023
684	0.32217	0.21831	0.00901	0.14512	0.73415	0.00575	0.29224	0.17634	0.01319	0.15325	0.68318	0.00916	0.31125	0.17113	0.02134	0.13179	0.68637	0.01448	0.19719	0.01162	0.02534	0.16460	0.48776	0.02018
685	0.32233	0.21835	0.00904	0.14537	0.73433	0.00578	0.29238	0.17636	0.01289	0.15350	0.68336	0.00907	0.31138	0.17117	0.02105	0.13206	0.68657	0.01447	0.19735	0.01166	0.02540	0.16477	0.48793	0.02010
686	0.32236	0.21850	0.00883	0.14564	0.73454	0.00578	0.29244	0.17649	0.01271	0.15374	0.68357	0.00910	0.31144	0.17134	0.02091	0.13232	0.68678	0.01460	0.19754	0.01173	0.02551	0.16493	0.48812	0.01993
687	0.32229	0.21863	0.00846	0.14582	0.73468	0.00566	0.29241	0.17662	0.01271	0.15392	0.68372	0.00920	0.31141	0.17150	0.02093	0.13252	0.68691	0.01474	0.19761	0.01182	0.02563	0.16531	0.48827	0.01973
688	0.32219	0.21868	0.00814	0.14580	0.73471	0.00548	0.29234	0.17669	0.01277	0.15397	0.68379	0.00931	0.31135	0.17157	0.02097	0.13256	0.68692	0.01484	0.19756	0.01189	0.02576	0.16581	0.48835	0.01966
689	0.32215	0.21873	0.00809	0.14568	0.73466	0.00536	0.29229	0.17675	0.01271	0.15395	0.68376	0.00931	0.31131	0.17162	0.02089	0.13252	0.68685	0.01483	0.19749	0.01197	0.02586	0.16619	0.48836	0.01979
690	0.32218	0.21882	0.00834	0.14570	0.73457	0.00533	0.29229	0.17682	0.01258	0.15402	0.68366	0.00911	0.31132	0.17169	0.02074	0.13261	0.68676	0.01469	0.19748	0.01206	0.02588	0.16629	0.48828	0.01995
691	0.32219	0.21892	0.00873	0.14596	0.73447	0.00534	0.29229	0.17689	0.01251	0.15425	0.68354	0.00883	0.31131	0.17176	0.02068	0.13287	0.68669	0.01451	0.19750	0.01211	0.02574	0.16623	0.48816	0.01999
692	0.32211	0.21900	0.00903	0.14624	0.73442	0.00533	0.29223	0.17694	0.01260	0.15448	0.68346	0.00865	0.31124	0.17182	0.02080	0.13313	0.68666	0.01443	0.19756	0.01206	0.02551	0.16617	0.48807	0.01984
693	0.32197	0.21911	0.00911	0.14628	0.73441	0.00526	0.29215	0.17700	0.01277	0.15450	0.68345	0.00867	0.31115	0.17190	0.02100	0.13316	0.68664	0.01448	0.19769	0.01197	0.02529	0.16620	0.48805	0.01965
694	0.32186	0.21923	0.00899	0.14603	0.73444	0.00514	0.29211	0.17710	0.01289	0.15430	0.68351	0.00876	0.31111	0.17202	0.02115	0.13294	0.68665	0.01452	0.19787	0.01193	0.02513	0.16631	0.48811	0.01955
695	0.32187	0.21931	0.00879	0.14574	0.73454	0.00500	0.29215	0.17718	0.01293	0.15407	0.68363	0.00884	0.31115	0.17209	0.02117	0.13268	0.68672	0.01448	0.19795	0.01197	0.02503	0.16648	0.48826	0.01956
696	0.32206	0.21927	0.00862	0.14564	0.73471	0.00496	0.29230	0.17718	0.01285	0.15401	0.68382	0.00891	0.31132	0.17206	0.02103	0.13258	0.68688	0.01443	0.19791	0.01208	0.02501	0.16659	0.48845	0.01956
697	0.32234	0.21915	0.00847	0.14579	0.73491	0.00513	0.29250	0.17710	0.01255	0.15410	0.68400	0.00901	0.31153	0.17196	0.02071	0.13266	0.68708	0.01448	0.19789	0.01217	0.02509	0.16648	0.48861	0.01949
698	0.32255	0.21903	0.00832	0.14603	0.73507	0.00542	0.29266	0.17699	0.01214	0.15423	0.68413	0.00909	0.31167	0.17187	0.02034	0.13282	0.68726	0.01467	0.19792	0.01217	0.02520	0.16606	0.48869	0.01933
699	0.32268	0.21892	0.00816	0.14621	0.73517	0.00566	0.29276	0.17689	0.01182	0.15428	0.68419	0.00912	0.31174	0.17180	0.02010	0.13294	0.68740	0.01490	0.19793	0.01215	0.02525	0.16555	0.48871	0.01919
700	0.32280	0.21884	0.00804	0.14625	0.73521	0.00574	0.29284	0.17684	0.01176	0.15427	0.68423	0.00910	0.31180	0.17174	0.02007	0.13298	0.68747	0.01506	0.19787	0.01218	0.02523	0.16529	0.48873	0.01914
701	0.32289	0.21882	0.00805	0.14609	0.73523	0.00568	0.29291	0.17685	0.01191	0.15417	0.68426	0.00910	0.31188	0.17172	0.02020	0.13288	0.68748	0.01507	0.19783	0.01224	0.02523	0.16543	0.48878	0.01922
702	0.32293	0.21881	0.00819	0.14580	0.73521	0.00552	0.29297	0.17684	0.01221	0.15398	0.68427	0.00915	0.31195	0.17169	0.02044	0.13266	0.68743	0.01503	0.19788	0.01222	0.02531	0.16574	0.48882	0.01935
703	0.32296	0.21870	0.00838	0.14560	0.73515	0.00536	0.29301	0.17674	0.01259	0.15382	0.68424	0.00930	0.31201	0.17157	0.02079	0.13247	0.68735	0.01508	0.19793	0.01210	0.02542	0.16593	0.48881	0.01947
704	0.32307	0.21850	0.00850	0.14562	0.73508	0.00530	0.29310	0.17659	0.01297	0.15380	0.68418	0.00950	0.31208	0.17139	0.02118	0.13243	0.68729	0.01524	0.19785	0.01201	0.02544	0.16589	0.48875	0.01954
705	0.32332	0.21836	0.00852	0.14579	0.73506	0.00533	0.29327	0.17652	0.01319	0.15390	0.68416	0.00964	0.31222	0.17128	0.02146	0.13254	0.68729	0.01538	0.19767	0.01213	0.02534	0.16580	0.48871	0.01961
706	0.32365	0.21840	0.00843	0.14593	0.73512	0.00535	0.29350	0.17663	0.01311	0.15403	0.68422	0.00960	0.31243	0.17135	0.02140	0.13267	0.68736	0.01532	0.19752	0.01245	0.02523	0.16585	0.48877	0.01971
707	0.32390	0.21854	0.00821	0.14599	0.73524	0.00525	0.29370	0.17680	0.01272	0.15414	0.68433	0.00940	0.31264	0.17151	0.02097	0.13276	0.68746	0.01506	0.19753	0.01277	0.02524	0.16603	0.48890	0.01978
708	0.32396	0.21861	0.00794	0.14601	0.73533	0.00510	0.29376	0.17685	0.01226	0.15419	0.68442	0.00911	0.31273	0.17157	0.02043	0.13280	0.68755	0.01474	0.19765	0.01283	0.02535	0.16610	0.48900	0.01973
709	0.32384	0.21855	0.00775	0.14599	0.73534	0.00501	0.29368	0.17674	0.01194	0.15416	0.68441	0.00884	0.31269	0.17148	0.02005	0.13279	0.68757	0.01452	0.19778	0.01262	0.02541	0.16592	0.48899	0.01965
710	0.32371	0.21846	0.00763	0.14596	0.73525	0.00498	0.29359	0.17661	0.01172	0.15411	0.68430	0.00860	0.31262	0.17137	0.01980	0.13277	0.68751	0.01438	0.19789	0.01239	0.02537	0.16562	0.48889	0.01972
711	0.32373	0.21846	0.00752	0.14592	0.73512	0.00496	0.29362	0.17659	0.01144	0.15407	0.68416	0.00840	0.31265	0.17137	0.01952	0.13275	0.68740	0.01422	0.19801	0.01234	0.02533	0.16547	0.48877	0.01999
712	0.32384	0.21854	0.00743	0.14588	0.73498	0.00491	0.29372	0.17666	0.01118	0.15407	0.68401	0.00821	0.31276	0.17147	0.01927	0.13275	0.68727	0.01405	0.19817	0.01241	0.02544	0.16545	0.48865	0.02028
713	0.32388	0.21863	0.00745	0.14587	0.73484	0.00487	0.29378	0.17672	0.01111	0.15407	0.68387	0.00806	0.31281	0.17156	0.01925	0.13276	0.68714	0.01394	0.19837	0.01241	0.02569	0.16541	0.48852	0.02037
714	0.32384	0.21861	0.00756	0.14591	0.73476	0.00484	0.29380	0.17667	0.01128	0.15408	0.68378	0.00804	0.31281	0.17156	0.01948	0.13279	0.68707	0.01395	0.19858	0.01226	0.02586	0.16533	0.48843	0.02028
715	0.32389	0.21848	0.00760	0.14599	0.73477	0.00480	0.29389	0.17654	0.01157	0.15411	0.68380	0.00815	0.31289	0.17142	0.01980	0.13283	0.68709	0.01409	0.19874	0.01204	0.02578	0.16530	0.48843	0.02015
716	0.32407	0.21828	0.00741	0.14611	0.73490	0.00472	0.29407	0.17637	0.01174	0.15418	0.68394	0.00834	0.31307	0.17122	0.01993	0.13289	0.68722	0.01426	0.19879	0.01192	0.02555	0.16529	0.48855	0.02014
717	0.32429	0.21810	0.00711	0.14626	0.73507	0.00465	0.29424	0.17625	0.01170	0.15429	0.68412	0.00850	0.31326	0.17104	0.01981	0.13298	0.68740	0.01434	0.19870	0.01194	0.02536	0.16538	0.48872	0.02026
718	0.32442	0.21800	0.00695	0.14641	0.73515	0.00466	0.29432	0.17619	0.01158	0.15447	0.68421	0.00857	0.31336	0.17094	0.01962	0.13312	0.68746	0.01429	0.19856	0.01201	0.02531	0.16571	0.48882	0.02033
719	0.32444	0.21802	0.00710	0.14649	0.73509	0.00472	0.29430	0.17621	0.01153	0.15462	0.68416	0.00862	0.31334	0.17095	0.01957	0.13323	0.68736	0.01422	0.19847	0.01208	0.02531	0.16617	0.48878	0.02022
720	0.32440	0.21812	0.00742	0.14648	0.73493	0.00482	0.29425	0.17629	0.01155	0.15467	0.68401	0.00865	0.31328	0.17105	0.01963	0.13327	0.68718	0.01423	0.19847	0.01213	0.02530	0.16644	0.48863	0.02003
721	0.32429	0.21825	0.00763	0.14639	0.73479	0.00495	0.29416	0.17639	0.01143	0.15459	0.68385	0.00858	0.31318	0.17117	0.01954	0.13322	0.68704	0.01426	0.19852	0.01215	0.02535	0.16626	0.48846	0.01993
722	0.32409	0.21836	0.00762	0.14628	0.73470	0.00517	0.29399	0.17644	0.01111	0.15443	0.68372	0.00844	0.31303	0.17126	0.01920	0.13312	0.68698	0.01431	0.19858	0.01211	0.02548	0.16572	0.48833	0.01997
723	0.32389	0.21836	0.00752	0.14623	0.73467	0.00544	0.29383	0.17640	0.01082	0.15431	0.68367	0.00840	0.31290	0.17125	0.01885	0.13307	0.68698	0.01446	0.19864	0.01198	0.02560	0.16522	0.48826	0.02012
724	0.32384	0.21825	0.00748	0.14629	0.73473	0.00561	0.29380	0.17628	0.01084	0.15437	0.68373	0.00857	0.31289	0.17112	0.01883	0.13314	0.68705	0.01468	0.19868	0.01182	0.02558	0.16524	0.48832	0.02030
725	0.32398	0.21809	0.00748	0.14636	0.73484	0.00561	0.29394	0.17615	0.01118	0.15453	0.68387	0.00883	0.31301	0.17096	0.01919	0.13326	0.68713	0.01484	0.19869	0.01171	0.02535	0.16587	0.48848	0.02046
726	0.32417	0.21801	0.00741	0.14621	0.73488	0.00558	0.29412	0.17612	0.01155	0.15456	0.68395	0.00902	0.31316	0.17090	0.01963	0.13325	0.68711	0.01492	0.19870	0.01173	0.02502	0.16672	0.48861	0.02052
727	0.32420	0.21807	0.00726	0.14582	0.73478	0.00569	0.29417	0.17619	0.01167	0.15436	0.68388	0.00909	0.31318	0.17098	0.01981	0.13304	0.68696	0.01500	0.19875	0.01177	0.02478	0.16726	0.48857	0.02050
728	0.32395	0.21820	0.00712	0.14534	0.73456	0.00596	0.29399	0.17627	0.01146	0.15401	0.68367	0.00910	0.31301	0.17109	0.01961	0.13272	0.68671	0.01515	0.19884	0.01169	0.02469	0.16727	0.48838	0.02047
729	0.32352	0.21827	0.00712	0.14494	0.73430	0.00628	0.29363	0.17624	0.01113	0.15364	0.68339	0.00906	0.31268	0.17111	0.01924	0.13241	0.68645	0.01529	0.19888	0.01147	0.02468	0.16690	0.48811	0.02047
730	0.32314	0.21822	0.00726	0.14465	0.73405	0.00653	0.29329	0.17614	0.01094	0.15335	0.68312	0.00897	0.31236	0.17104	0.01902	0.13216	0.68621	0.01533	0.19880	0.01122	0.02464	0.16649	0.48784	0.02046
731	0.32292	0.21814	0.00745	0.14442	0.73383	0.00668	0.29308	0.17604	0.01101	0.15315	0.68290	0.00888	0.31214	0.17095	0.01911	0.13196	0.68599	0.01524	0.19864	0.01109	0.02458	0.16629	0.48761	0.02039
732	0.32284	0.21814	0.00757	0.14423	0.73365	0.00675	0.29301	0.17605	0.01129	0.15302	0.68273	0.00886	0.31204	0.17096	0.01946	0.13179	0.68578	0.01510	0.19852	0.01110	0.02453	0.16635	0.48745	0.02027
733	0.32288	0.21824	0.00755	0.14413	0.73353	0.00684	0.29307	0.17617	0.01164	0.15298	0.68261	0.00899	0.31208	0.17107	0.01987	0.13170	0.68563	0.01510	0.19856	0.01119	0.02441	0.16652	0.48734	0.02019
734	0.32309	0.21838	0.00749	0.14418	0.73346	0.00708	0.29329	0.17633	0.01185	0.15303	0.68255	0.00930	0.31227	0.17122	0.02014	0.13173	0.68554	0.01532	0.19875	0.01133	0.02416	0.16662	0.48726	0.02020
735	0.32340	0.21845	0.00747	0.14427	0.73345	0.00747	0.29358	0.17642	0.01187	0.15310	0.68254	0.00966	0.31253	0.17130	0.02020	0.13178	0.68553	0.01563	0.19889	0.01148	0.02388	0.16664	0.48723	0.02034
736	0.32366	0.21840	0.00752	0.14416	0.73348	0.00787	0.29377	0.17641	0.01183	0.15303	0.68256	0.00992	0.31271	0.17127	0.02019	0.13169	0.68554	0.01582	0.19889	0.01158	0.02369	0.16664	0.48726	0.02055
737	0.32375	0.21829	0.00756	0.14383	0.73345	0.00813	0.29383	0.17632	0.01187	0.15280	0.68254	0.00998	0.31275	0.17116	0.02025	0.13145	0.68549	0.01586	0.19879	0.01157	0.02357	0.16667	0.48726	0.02069
738	0.32378	0.21814	0.00763	0.14354	0.73330	0.00820	0.29384	0.17619	0.01200	0.15260	0.68240	0.00990	0.31276	0.17101	0.02038	0.13126	0.68532	0.01581	0.19874	0.01146	0.02344	0.16675	0.48715	0.02064
739	0.32388	0.21796	0.00782	0.14349	0.73309	0.00813	0.29393	0.17602	0.01214	0.15262	0.68221	0.00975	0.31283	0.17083	0.02054	0.13126	0.68510	0.01564	0.19874	0.01132	0.02329	0.16696	0.48696	0.02043
740	0.32410	0.21776	0.00815	0.14360	0.73292	0.00794	0.29409	0.17584	0.01232	0.15280	0.68205	0.00947	0.31297	0.17061	0.02074	0.13141	0.68491	0.01526	0.19867	0.01124	0.02309	0.16737	0.48682	0.02024
741	0.32429	0.21758	0.00848	0.14364	0.73281	0.00763	0.29419	0.17571	0.01254	0.15299	0.68195	0.00895	0.31307	0.17041	0.02095	0.13158	0.68479	0.01463	0.19847	0.01125	0.02279	0.16792	0.48679	0.02024
742	0.32430	0.21751	0.00870	0.14354	0.73275	0.00729	0.29415	0.17566	0.01264	0.15308	0.68192	0.00829	0.31303	0.17031	0.02100	0.13166	0.68473	0.01399	0.19820	0.01131	0.02236	0.16847	0.48684	0.02038
743	0.32421	0.21760	0.00884	0.14334	0.73276	0.00705	0.29404	0.17575	0.01255	0.15304	0.68196	0.00779	0.31293	0.17036	0.02084	0.13165	0.68475	0.01362	0.19802	0.01142	0.02190	0.16893	0.48696	0.02047
744	0.32427	0.21777	0.00897	0.14320	0.73287	0.00699	0.29407	0.17591	0.01241	0.15301	0.68209	0.00760	0.31297	0.17050	0.02068	0.13165	0.68484	0.01356	0.19799	0.01160	0.02151	0.16933	0.48713	0.02037
745	0.32460	0.21783	0.00908	0.14322	0.73304	0.00705	0.29433	0.17602	0.01231	0.15307	0.68227	0.00767	0.31322	0.17057	0.02057	0.13174	0.68499	0.01370	0.19802	0.01183	0.02130	0.16967	0.48731	0.02009
746	0.32503	0.21773	0.00907	0.14334	0.73326	0.00712	0.29465	0.17599	0.01214	0.15319	0.68248	0.00786	0.31353	0.17049	0.02037	0.13186	0.68518	0.01395	0.19791	0.01207	0.02135	0.16987	0.48750	0.01982
747	0.32536	0.21752	0.00893	0.14352	0.73351	0.00713	0.29483	0.17587	0.01191	0.15332	0.68273	0.00801	0.31372	0.17032	0.02010	0.13201	0.68543	0.01415	0.19758	0.01228	0.02157	0.16995	0.48773	0.01980
748	0.32551	0.21730	0.00866	0.14383	0.73378	0.00701	0.29486	0.17575	0.01181	0.15359	0.68300	0.00790	0.31374	0.17016	0.02001	0.13229	0.68573	0.01406	0.19714	0.01246	0.02179	0.17004	0.48800	0.02009
749	0.32552	0.21716	0.00825	0.14435	0.73405	0.00677	0.29482	0.17569	0.01188	0.15407	0.68326	0.00746	0.31365	0.17009	0.02018	0.13277	0.68605	0.01360	0.19677	0.01260	0.02188	0.17020	0.48829	0.02048
750	0.32544	0.21710	0.00784	0.14512	0.73428	0.00656	0.29476	0.17568	0.01204	0.15474	0.68347	0.00692	0.31353	0.17010	0.02047	0.13345	0.68635	0.01303	0.19665	0.01261	0.02183	0.17027	0.48851	0.02074
751	0.32534	0.21710	0.00760	0.14613	0.73449	0.00661	0.29473	0.17567	0.01219	0.15556	0.68363	0.00665	0.31348	0.17012	0.02069	0.13427	0.68663	0.01273	0.19682	0.01246	0.02176	0.17014	0.48863	0.02086
752	0.32525	0.21716	0.00756	0.14718	0.73471	0.00693	0.29472	0.17567	0.01229	0.15639	0.68382	0.00672	0.31351	0.17015	0.02074	0.13510	0.68691	0.01273	0.19713	0.01228	0.02183	0.17002	0.48874	0.02089
753	0.32521	0.21729	0.00758	0.14790	0.73495	0.00728	0.29473	0.17575	0.01220	0.15701	0.68404	0.00688	0.31357	0.17025	0.02056	0.13570	0.68717	0.01279	0.19737	0.01225	0.02221	0.17013	0.48891	0.02081
754	0.32524	0.21748	0.00753	0.14813	0.73513	0.00745	0.29473	0.17593	0.01185	0.15730	0.68423	0.00677	0.31360	0.17046	0.02015	0.13597	0.68735	0.01260	0.19736	0.01251	0.02295	0.17044	0.48910	0.02068
755	0.32529	0.21767	0.00742	0.14811	0.73522	0.00753	0.29468	0.17617	0.01140	0.15740	0.68436	0.00621	0.31355	0.17072	0.01971	0.13606	0.68748	0.01204	0.19703	0.01301	0.02393	0.17067	0.48928	0.02071
756	0.32528	0.21785	0.00726	0.14805	0.73521	0.00771	0.29454	0.17643	0.01111	0.15744	0.68440	0.00538	0.31340	0.17101	0.01946	0.13612	0.68758	0.01125	0.19650	0.01362	0.02509	0.17063	0.48942	0.02109
757	0.32516	0.21815	0.00709	0.14785	0.73506	0.00801	0.29432	0.17681	0.01100	0.15731	0.68432	0.00476	0.31318	0.17144	0.01939	0.13601	0.68755	0.01067	0.19597	0.01434	0.02652	0.17039	0.48942	0.02164
758	0.32506	0.21862	0.00689	0.14722	0.73483	0.00819	0.29411	0.17736	0.01083	0.15675	0.68411	0.00477	0.31297	0.17204	0.01925	0.13546	0.68733	0.01073	0.19542	0.01530	0.02843	0.17011	0.48927	0.02205
759	0.32522	0.21902	0.00658	0.14605	0.73467	0.00816	0.29406	0.17794	0.01060	0.15572	0.68394	0.00527	0.31293	0.17265	0.01902	0.13443	0.68706	0.01128	0.19465	0.01666	0.03106	0.16987	0.48912	0.02218
760	0.32579	0.21923	0.00611	0.14452	0.73462	0.00799	0.29426	0.17846	0.01053	0.15440	0.68390	0.00580	0.31313	0.17316	0.01893	0.13310	0.68689	0.01185	0.19355	0.01851	0.03470	0.16971	0.48912	0.02217
761	0.32651	0.21938	0.00552	0.14284	0.73457	0.00777	0.29455	0.17905	0.01076	0.15303	0.68389	0.00612	0.31343	0.17375	0.01915	0.13171	0.68671	0.01217	0.19227	0.02088	0.03966	0.16972	0.48919	0.02212
762	0.32678	0.21973	0.00487	0.14131	0.73431	0.00765	0.29450	0.17982	0.01121	0.15185	0.68369	0.00622	0.31340	0.17464	0.01962	0.13050	0.68635	0.01220	0.19112	0.02364	0.04634	0.16993	0.48911	0.02212
763	0.32614	0.22032	0.00413	0.14024	0.73394	0.00772	0.29378	0.18071	0.01186	0.15110	0.68339	0.00611	0.31277	0.17586	0.02026	0.12970	0.68594	0.01200	0.19041	0.02664	0.05533	0.17021	0.48892	0.02214
764	0.32466	0.22082	0.00321	0.13979	0.73387	0.00795	0.29251	0.18151	0.01303	0.15082	0.68338	0.00589	0.31167	0.17719	0.02135	0.12940	0.68587	0.01173	0.19041	0.03006	0.06736	0.17032	0.48896	0.02210
765	0.32278	0.22101	0.00210	0.13986	0.73429	0.00820	0.29107	0.18232	0.01523	0.15084	0.68381	0.00564	0.31046	0.17866	0.02332	0.12944	0.68635	0.01152	0.19117	0.03483	0.08291	0.17006	0.48937	0.02189
766	0.32085	0.22103	0.00108	0.14007	0.73480	0.00848	0.28980	0.18370	0.01891	0.15093	0.68434	0.00517	0.30946	0.18076	0.02664	0.12956	0.68696	0.01114	0.19275	0.04221	0.10183	0.16947	0.48985	0.02160
767	0.31893	0.22150	0.00118	0.13995	0.73482	0.00885	0.28890	0.18651	0.02461	0.15079	0.68445	0.00426	0.30882	0.18430	0.03188	0.12944	0.68716	0.01027	0.19542	0.05297	0.12330	0.16886	0.48999	0.02149
768	0.31691	0.22378	0.00418	0.13920	0.73421	0.00921	0.28830	0.19177	0.03302	0.15025	0.68407	0.00300	0.30847	0.19033	0.03978	0.12890	0.68680	0.00898	0.19927	0.06697	0.14621	0.16854	0.48976	0.02177
