	RTOES_DIST	RTOES_DIST	RTOES_DIST	LTOES_DIST	LTOES_DIST	LTOES_DIST	RTOES_PROX	RTOES_PROX	RTOES_PROX	LTOES_PROX	LTOES_PROX	LTOES_PROX	RFTS_DIST	RFTS_DIST	RFTS_DIST	LFTS_DIST	LFTS_DIST	LFTS_DIST	RFTS_PROX	RFTS_PROX	RFTS_PROX	LFTS_PROX	LFTS_PROX	LFTS_PROX
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
582	0.32852	0.25887	-0.00132	-0.03580	0.74199	0.00871	0.30575	0.21504	0.01168	-0.02803	0.69187	0.01478	0.33714	0.21055	0.02027	-0.06258	0.69487	0.02063	0.24874	0.04154	0.07503	-0.03082	0.49495	0.02871
583	0.32796	0.26016	-0.00183	-0.03614	0.74138	0.00815	0.30537	0.21642	0.01177	-0.02813	0.69142	0.01514	0.33680	0.21219	0.02035	-0.06273	0.69420	0.02072	0.24913	0.04391	0.07842	-0.02966	0.49455	0.02988
584	0.32748	0.26117	-0.00234	-0.03595	0.74066	0.00761	0.30497	0.21762	0.01200	-0.02797	0.69083	0.01550	0.33645	0.21355	0.02050	-0.06260	0.69358	0.02094	0.24914	0.04623	0.08178	-0.02936	0.49397	0.03045
585	0.32705	0.26199	-0.00263	-0.03531	0.73985	0.00716	0.30458	0.21866	0.01242	-0.02763	0.69009	0.01577	0.33610	0.21468	0.02081	-0.06225	0.69299	0.02119	0.24900	0.04830	0.08489	-0.02994	0.49322	0.03054
586	0.32675	0.26253	-0.00267	-0.03442	0.73902	0.00685	0.30431	0.21938	0.01294	-0.02722	0.68928	0.01597	0.33587	0.21546	0.02120	-0.06183	0.69247	0.02136	0.24889	0.05000	0.08780	-0.03121	0.49243	0.03059
587	0.32671	0.26259	-0.00262	-0.03360	0.73821	0.00670	0.30424	0.21961	0.01341	-0.02694	0.68846	0.01613	0.33584	0.21571	0.02154	-0.06152	0.69199	0.02143	0.24882	0.05136	0.09077	-0.03288	0.49167	0.03090
588	0.32696	0.26212	-0.00275	-0.03317	0.73743	0.00665	0.30438	0.21935	0.01370	-0.02697	0.68764	0.01620	0.33600	0.21545	0.02173	-0.06153	0.69149	0.02141	0.24867	0.05254	0.09392	-0.03474	0.49094	0.03139
589	0.32738	0.26134	-0.00324	-0.03328	0.73667	0.00656	0.30465	0.21885	0.01370	-0.02745	0.68685	0.01617	0.33629	0.21492	0.02163	-0.06199	0.69097	0.02132	0.24846	0.05378	0.09712	-0.03665	0.49025	0.03176
590	0.32782	0.26059	-0.00405	-0.03395	0.73590	0.00634	0.30496	0.21836	0.01338	-0.02836	0.68608	0.01612	0.33662	0.21443	0.02121	-0.06289	0.69035	0.02124	0.24846	0.05516	0.10020	-0.03844	0.48954	0.03186
591	0.32806	0.26009	-0.00496	-0.03499	0.73510	0.00601	0.30524	0.21800	0.01284	-0.02954	0.68533	0.01615	0.33695	0.21419	0.02057	-0.06406	0.68967	0.02123	0.24912	0.05656	0.10312	-0.03999	0.48880	0.03173
592	0.32794	0.25992	-0.00584	-0.03607	0.73440	0.00570	0.30544	0.21780	0.01230	-0.03068	0.68471	0.01622	0.33721	0.21432	0.01991	-0.06520	0.68904	0.02130	0.25076	0.05785	0.10604	-0.04120	0.48814	0.03146
593	0.32744	0.26010	-0.00658	-0.03689	0.73407	0.00560	0.30553	0.21786	0.01199	-0.03149	0.68440	0.01622	0.33740	0.21487	0.01941	-0.06601	0.68871	0.02134	0.25338	0.05906	0.10909	-0.04190	0.48780	0.03102
594	0.32675	0.26063	-0.00715	-0.03739	0.73425	0.00568	0.30565	0.21825	0.01203	-0.03185	0.68453	0.01597	0.33762	0.21588	0.01924	-0.06637	0.68875	0.02115	0.25675	0.06033	0.11221	-0.04181	0.48787	0.03032
595	0.32624	0.26127	-0.00762	-0.03758	0.73476	0.00568	0.30602	0.21884	0.01236	-0.03174	0.68494	0.01531	0.33807	0.21715	0.01939	-0.06628	0.68900	0.02053	0.26061	0.06169	0.11535	-0.04078	0.48823	0.02945
596	0.32604	0.26180	-0.00808	-0.03746	0.73531	0.00541	0.30670	0.21935	0.01272	-0.03122	0.68541	0.01432	0.33881	0.21836	0.01960	-0.06579	0.68922	0.01950	0.26469	0.06315	0.11856	-0.03889	0.48864	0.02852
597	0.32598	0.26218	-0.00843	-0.03706	0.73581	0.00494	0.30745	0.21960	0.01283	-0.03039	0.68590	0.01347	0.33962	0.21926	0.01951	-0.06501	0.68941	0.01850	0.26865	0.06483	0.12194	-0.03643	0.48906	0.02756
598	0.32583	0.26245	-0.00857	-0.03655	0.73641	0.00452	0.30804	0.21950	0.01259	-0.02946	0.68656	0.01308	0.34026	0.21975	0.01900	-0.06413	0.68972	0.01798	0.27228	0.06678	0.12556	-0.03369	0.48963	0.02651
599	0.32553	0.26258	-0.00860	-0.03612	0.73719	0.00430	0.30845	0.21916	0.01218	-0.02860	0.68742	0.01296	0.34071	0.22002	0.01836	-0.06330	0.69024	0.01787	0.27555	0.06897	0.12933	-0.03098	0.49039	0.02531
600	0.32515	0.26270	-0.00867	-0.03587	0.73807	0.00425	0.30879	0.21889	0.01188	-0.02790	0.68833	0.01271	0.34105	0.22042	0.01796	-0.06261	0.69081	0.01773	0.27846	0.07139	0.13307	-0.02854	0.49122	0.02395
601	0.32481	0.26279	-0.00899	-0.03590	0.73877	0.00427	0.30912	0.21886	0.01180	-0.02746	0.68902	0.01220	0.34132	0.22106	0.01794	-0.06218	0.69119	0.01733	0.28076	0.07405	0.13667	-0.02643	0.49186	0.02255
602	0.32457	0.26261	-0.00980	-0.03633	0.73913	0.00426	0.30935	0.21889	0.01178	-0.02741	0.68938	0.01162	0.34150	0.22167	0.01800	-0.06215	0.69122	0.01676	0.28228	0.07694	0.14016	-0.02461	0.49221	0.02132
603	0.32435	0.26200	-0.01099	-0.03705	0.73927	0.00416	0.30945	0.21858	0.01141	-0.02767	0.68957	0.01127	0.34154	0.22182	0.01768	-0.06243	0.69108	0.01638	0.28306	0.07997	0.14353	-0.02309	0.49239	0.02032
604	0.32401	0.26124	-0.01206	-0.03763	0.73951	0.00393	0.30937	0.21783	0.01052	-0.02796	0.68988	0.01114	0.34141	0.22147	0.01683	-0.06272	0.69115	0.01631	0.28333	0.08302	0.14658	-0.02212	0.49271	0.01945
605	0.32355	0.26080	-0.01273	-0.03779	0.73997	0.00364	0.30916	0.21710	0.00945	-0.02803	0.69036	0.01092	0.34116	0.22106	0.01576	-0.06276	0.69156	0.01625	0.28327	0.08598	0.14909	-0.02180	0.49318	0.01863
606	0.32318	0.26078	-0.01305	-0.03763	0.74039	0.00342	0.30897	0.21675	0.00860	-0.02788	0.69075	0.01046	0.34095	0.22093	0.01489	-0.06259	0.69198	0.01595	0.28308	0.08872	0.15108	-0.02186	0.49354	0.01780
607	0.32302	0.26087	-0.01315	-0.03744	0.74052	0.00327	0.30889	0.21664	0.00815	-0.02770	0.69082	0.00990	0.34088	0.22090	0.01436	-0.06240	0.69207	0.01544	0.28292	0.09104	0.15277	-0.02185	0.49360	0.01697
608	0.32307	0.26076	-0.01315	-0.03735	0.74036	0.00305	0.30891	0.21653	0.00812	-0.02755	0.69063	0.00936	0.34092	0.22076	0.01422	-0.06227	0.69184	0.01481	0.28283	0.09271	0.15424	-0.02154	0.49340	0.01622
609	0.32329	0.26047	-0.01322	-0.03730	0.74012	0.00271	0.30901	0.21646	0.00843	-0.02743	0.69040	0.00892	0.34105	0.22060	0.01442	-0.06218	0.69154	0.01417	0.28283	0.09363	0.15536	-0.02109	0.49318	0.01561
610	0.32358	0.26026	-0.01342	-0.03718	0.73999	0.00235	0.30918	0.21664	0.00892	-0.02732	0.69026	0.00859	0.34124	0.22071	0.01485	-0.06210	0.69138	0.01364	0.28298	0.09399	0.15601	-0.02087	0.49305	0.01513
611	0.32377	0.26036	-0.01381	-0.03701	0.73999	0.00214	0.30931	0.21726	0.00948	-0.02721	0.69024	0.00827	0.34139	0.22129	0.01534	-0.06201	0.69139	0.01316	0.28346	0.09407	0.15618	-0.02100	0.49301	0.01484
612	0.32365	0.26071	-0.01428	-0.03684	0.74012	0.00211	0.30932	0.21812	0.01000	-0.02710	0.69031	0.00785	0.34142	0.22221	0.01574	-0.06191	0.69154	0.01270	0.28449	0.09398	0.15607	-0.02130	0.49308	0.01476
613	0.32328	0.26108	-0.01445	-0.03667	0.74039	0.00225	0.30928	0.21862	0.01024	-0.02697	0.69052	0.00750	0.34139	0.22284	0.01579	-0.06176	0.69184	0.01244	0.28598	0.09375	0.15595	-0.02159	0.49329	0.01475
614	0.32298	0.26125	-0.01407	-0.03646	0.74078	0.00249	0.30934	0.21838	0.01011	-0.02681	0.69087	0.00748	0.34147	0.22273	0.01545	-0.06158	0.69225	0.01257	0.28746	0.09342	0.15595	-0.02177	0.49363	0.01467
615	0.32296	0.26114	-0.01335	-0.03625	0.74111	0.00271	0.30954	0.21762	0.00979	-0.02665	0.69120	0.00777	0.34169	0.22198	0.01494	-0.06140	0.69260	0.01297	0.28846	0.09300	0.15604	-0.02178	0.49394	0.01454
616	0.32315	0.26076	-0.01271	-0.03612	0.74119	0.00278	0.30979	0.21673	0.00946	-0.02656	0.69131	0.00818	0.34197	0.22101	0.01448	-0.06130	0.69270	0.01341	0.28898	0.09247	0.15606	-0.02166	0.49404	0.01452
617	0.32336	0.26025	-0.01248	-0.03607	0.74105	0.00273	0.30998	0.21600	0.00924	-0.02653	0.69119	0.00842	0.34219	0.22021	0.01418	-0.06127	0.69258	0.01368	0.28925	0.09180	0.15590	-0.02160	0.49392	0.01470
618	0.32347	0.25980	-0.01266	-0.03606	0.74093	0.00278	0.31001	0.21565	0.00922	-0.02652	0.69106	0.00830	0.34225	0.21977	0.01409	-0.06124	0.69248	0.01367	0.28932	0.09101	0.15550	-0.02175	0.49380	0.01503
619	0.32351	0.25956	-0.01296	-0.03602	0.74097	0.00296	0.30993	0.21565	0.00932	-0.02648	0.69102	0.00782	0.34219	0.21964	0.01415	-0.06117	0.69255	0.01338	0.28920	0.09018	0.15490	-0.02210	0.49378	0.01528
620	0.32357	0.25952	-0.01303	-0.03585	0.74105	0.00311	0.30987	0.21565	0.00926	-0.02637	0.69103	0.00722	0.34215	0.21951	0.01406	-0.06103	0.69266	0.01292	0.28894	0.08951	0.15422	-0.02246	0.49380	0.01520
621	0.32374	0.25950	-0.01290	-0.03555	0.74100	0.00309	0.30993	0.21541	0.00888	-0.02613	0.69093	0.00675	0.34221	0.21917	0.01372	-0.06078	0.69264	0.01248	0.28850	0.08906	0.15358	-0.02264	0.49369	0.01475
622	0.32408	0.25931	-0.01293	-0.03525	0.74075	0.00296	0.31006	0.21510	0.00848	-0.02587	0.69066	0.00654	0.34234	0.21875	0.01342	-0.06054	0.69238	0.01219	0.28776	0.08871	0.15302	-0.02253	0.49340	0.01407
623	0.32452	0.25896	-0.01334	-0.03511	0.74037	0.00286	0.31015	0.21504	0.00843	-0.02573	0.69029	0.00649	0.34243	0.21852	0.01353	-0.06041	0.69196	0.01203	0.28658	0.08836	0.15252	-0.02225	0.49301	0.01335
624	0.32491	0.25849	-0.01387	-0.03504	0.74005	0.00284	0.31010	0.21516	0.00875	-0.02564	0.68998	0.00653	0.34236	0.21841	0.01404	-0.06034	0.69160	0.01196	0.28495	0.08797	0.15213	-0.02200	0.49268	0.01270
625	0.32519	0.25785	-0.01402	-0.03477	0.73992	0.00289	0.30989	0.21500	0.00919	-0.02542	0.68986	0.00674	0.34215	0.21801	0.01467	-0.06014	0.69147	0.01209	0.28304	0.08758	0.15204	-0.02189	0.49253	0.01224
626	0.32539	0.25713	-0.01369	-0.03430	0.73998	0.00295	0.30967	0.21442	0.00950	-0.02508	0.68991	0.00711	0.34192	0.21720	0.01515	-0.05980	0.69157	0.01246	0.28116	0.08728	0.15228	-0.02190	0.49256	0.01199
627	0.32558	0.25659	-0.01327	-0.03392	0.74008	0.00303	0.30955	0.21386	0.00966	-0.02484	0.69001	0.00744	0.34178	0.21650	0.01549	-0.05954	0.69173	0.01288	0.27964	0.08708	0.15248	-0.02208	0.49265	0.01193
628	0.32580	0.25634	-0.01311	-0.03383	0.74007	0.00312	0.30953	0.21364	0.00972	-0.02484	0.68999	0.00757	0.34173	0.21619	0.01571	-0.05952	0.69178	0.01310	0.27853	0.08689	0.15232	-0.02247	0.49262	0.01198
629	0.32599	0.25617	-0.01314	-0.03398	0.73985	0.00316	0.30950	0.21352	0.00961	-0.02508	0.68976	0.00769	0.34169	0.21595	0.01572	-0.05976	0.69160	0.01320	0.27761	0.08665	0.15193	-0.02301	0.49238	0.01206
630	0.32603	0.25588	-0.01318	-0.03429	0.73946	0.00316	0.30934	0.21320	0.00937	-0.02548	0.68938	0.00796	0.34154	0.21549	0.01551	-0.06017	0.69126	0.01337	0.27676	0.08639	0.15158	-0.02363	0.49200	0.01218
631	0.32589	0.25555	-0.01328	-0.03470	0.73910	0.00324	0.30907	0.21288	0.00920	-0.02597	0.68903	0.00825	0.34127	0.21508	0.01536	-0.06067	0.69093	0.01359	0.27603	0.08615	0.15137	-0.02431	0.49164	0.01239
632	0.32570	0.25528	-0.01357	-0.03512	0.73889	0.00345	0.30877	0.21287	0.00931	-0.02639	0.68880	0.00829	0.34097	0.21500	0.01548	-0.06110	0.69073	0.01362	0.27547	0.08594	0.15124	-0.02487	0.49142	0.01269
633	0.32557	0.25505	-0.01392	-0.03537	0.73880	0.00374	0.30855	0.21307	0.00966	-0.02661	0.68867	0.00811	0.34076	0.21513	0.01583	-0.06131	0.69063	0.01341	0.27512	0.08580	0.15126	-0.02514	0.49131	0.01297
634	0.32555	0.25489	-0.01398	-0.03542	0.73875	0.00397	0.30848	0.21314	0.00999	-0.02661	0.68860	0.00801	0.34069	0.21516	0.01614	-0.06134	0.69055	0.01321	0.27499	0.08581	0.15152	-0.02509	0.49124	0.01316
635	0.32562	0.25486	-0.01358	-0.03543	0.73868	0.00409	0.30854	0.21293	0.01007	-0.02658	0.68854	0.00820	0.34076	0.21495	0.01621	-0.06133	0.69045	0.01324	0.27500	0.08600	0.15195	-0.02482	0.49118	0.01322
636	0.32569	0.25499	-0.01293	-0.03556	0.73862	0.00417	0.30864	0.21263	0.00994	-0.02667	0.68852	0.00860	0.34086	0.21465	0.01606	-0.06145	0.69034	0.01346	0.27507	0.08627	0.15232	-0.02453	0.49115	0.01318
637	0.32568	0.25529	-0.01240	-0.03581	0.73856	0.00427	0.30869	0.21254	0.00980	-0.02688	0.68848	0.00890	0.34091	0.21458	0.01590	-0.06168	0.69023	0.01364	0.27518	0.08651	0.15248	-0.02440	0.49111	0.01310
638	0.32561	0.25567	-0.01218	-0.03609	0.73844	0.00442	0.30869	0.21280	0.00984	-0.02710	0.68836	0.00892	0.34090	0.21490	0.01595	-0.06191	0.69008	0.01364	0.27535	0.08672	0.15251	-0.02447	0.49099	0.01305
639	0.32553	0.25597	-0.01228	-0.03628	0.73827	0.00462	0.30868	0.21327	0.01011	-0.02726	0.68817	0.00880	0.34088	0.21545	0.01626	-0.06205	0.68989	0.01358	0.27549	0.08705	0.15270	-0.02461	0.49080	0.01293
640	0.32548	0.25603	-0.01264	-0.03636	0.73820	0.00488	0.30863	0.21369	0.01044	-0.02733	0.68808	0.00885	0.34082	0.21594	0.01663	-0.06211	0.68979	0.01374	0.27548	0.08754	0.15310	-0.02471	0.49070	0.01256
641	0.32535	0.25593	-0.01305	-0.03632	0.73835	0.00516	0.30848	0.21390	0.01057	-0.02731	0.68823	0.00916	0.34067	0.21619	0.01679	-0.06206	0.68993	0.01420	0.27531	0.08810	0.15353	-0.02471	0.49083	0.01193
642	0.32507	0.25596	-0.01324	-0.03621	0.73868	0.00536	0.30827	0.21392	0.01040	-0.02724	0.68857	0.00955	0.34045	0.21629	0.01664	-0.06198	0.69026	0.01477	0.27521	0.08862	0.15383	-0.02472	0.49116	0.01127
643	0.32468	0.25620	-0.01315	-0.03615	0.73900	0.00538	0.30806	0.21391	0.01018	-0.02723	0.68890	0.00973	0.34020	0.21646	0.01647	-0.06195	0.69058	0.01507	0.27527	0.08907	0.15407	-0.02481	0.49148	0.01078
644	0.32432	0.25640	-0.01303	-0.03624	0.73910	0.00516	0.30784	0.21405	0.01028	-0.02733	0.68899	0.00946	0.33996	0.21674	0.01662	-0.06205	0.69069	0.01480	0.27531	0.08942	0.15441	-0.02498	0.49157	0.01059
645	0.32410	0.25640	-0.01300	-0.03649	0.73895	0.00479	0.30764	0.21427	0.01073	-0.02752	0.68882	0.00871	0.33976	0.21700	0.01706	-0.06226	0.69053	0.01393	0.27528	0.08968	0.15494	-0.02511	0.49141	0.01080
646	0.32402	0.25632	-0.01288	-0.03680	0.73875	0.00451	0.30756	0.21436	0.01115	-0.02769	0.68860	0.00782	0.33968	0.21712	0.01749	-0.06245	0.69031	0.01288	0.27522	0.08997	0.15553	-0.02505	0.49122	0.01128
647	0.32411	0.25649	-0.01263	-0.03698	0.73880	0.00447	0.30762	0.21449	0.01131	-0.02771	0.68865	0.00728	0.33972	0.21727	0.01771	-0.06250	0.69030	0.01213	0.27501	0.09036	0.15585	-0.02468	0.49129	0.01168
648	0.32439	0.25700	-0.01239	-0.03694	0.73915	0.00460	0.30778	0.21488	0.01125	-0.02755	0.68901	0.00726	0.33987	0.21760	0.01774	-0.06238	0.69059	0.01185	0.27453	0.09080	0.15569	-0.02409	0.49166	0.01173
649	0.32479	0.25754	-0.01223	-0.03678	0.73960	0.00468	0.30803	0.21525	0.01099	-0.02734	0.68948	0.00745	0.34011	0.21789	0.01758	-0.06219	0.69099	0.01188	0.27407	0.09119	0.15528	-0.02356	0.49213	0.01153
650	0.32517	0.25773	-0.01224	-0.03665	0.73994	0.00464	0.30831	0.21527	0.01060	-0.02720	0.68982	0.00749	0.34039	0.21783	0.01721	-0.06205	0.69132	0.01199	0.27389	0.09145	0.15498	-0.02335	0.49247	0.01131
651	0.32546	0.25753	-0.01256	-0.03667	0.74008	0.00458	0.30849	0.21507	0.01020	-0.02721	0.68996	0.00728	0.34058	0.21753	0.01679	-0.06201	0.69147	0.01207	0.27379	0.09156	0.15479	-0.02342	0.49260	0.01122
652	0.32560	0.25727	-0.01298	-0.03688	0.74006	0.00455	0.30850	0.21492	0.00988	-0.02738	0.68994	0.00702	0.34061	0.21728	0.01644	-0.06214	0.69146	0.01211	0.27348	0.09151	0.15447	-0.02355	0.49259	0.01128
653	0.32555	0.25732	-0.01310	-0.03726	0.74004	0.00447	0.30839	0.21488	0.00955	-0.02767	0.68993	0.00685	0.34049	0.21721	0.01617	-0.06240	0.69142	0.01215	0.27306	0.09123	0.15387	-0.02359	0.49259	0.01145
654	0.32529	0.25769	-0.01285	-0.03754	0.74018	0.00430	0.30821	0.21491	0.00922	-0.02789	0.69009	0.00677	0.34028	0.21731	0.01594	-0.06260	0.69155	0.01218	0.27277	0.09074	0.15306	-0.02357	0.49276	0.01168
655	0.32495	0.25806	-0.01259	-0.03742	0.74059	0.00421	0.30796	0.21495	0.00890	-0.02782	0.69049	0.00678	0.34001	0.21741	0.01572	-0.06252	0.69198	0.01225	0.27249	0.09014	0.15218	-0.02368	0.49316	0.01181
656	0.32474	0.25812	-0.01262	-0.03694	0.74113	0.00439	0.30772	0.21488	0.00858	-0.02751	0.69099	0.00694	0.33975	0.21732	0.01549	-0.06220	0.69259	0.01245	0.27191	0.08947	0.15125	-0.02401	0.49365	0.01169
657	0.32477	0.25793	-0.01287	-0.03651	0.74154	0.00488	0.30758	0.21471	0.00823	-0.02724	0.69137	0.00722	0.33959	0.21704	0.01524	-0.06193	0.69307	0.01270	0.27110	0.08865	0.15016	-0.02439	0.49400	0.01140
658	0.32489	0.25787	-0.01300	-0.03642	0.74170	0.00548	0.30755	0.21462	0.00791	-0.02719	0.69150	0.00743	0.33955	0.21685	0.01503	-0.06189	0.69323	0.01286	0.27046	0.08759	0.14881	-0.02459	0.49412	0.01115
659	0.32491	0.25820	-0.01275	-0.03657	0.74165	0.00595	0.30758	0.21469	0.00764	-0.02727	0.69146	0.00749	0.33956	0.21690	0.01486	-0.06198	0.69315	0.01288	0.27032	0.08630	0.14726	-0.02450	0.49408	0.01111
660	0.32479	0.25874	-0.01210	-0.03670	0.74148	0.00613	0.30765	0.21470	0.00726	-0.02729	0.69129	0.00745	0.33962	0.21693	0.01452	-0.06200	0.69294	0.01288	0.27069	0.08496	0.14571	-0.02421	0.49392	0.01127
661	0.32464	0.25915	-0.01137	-0.03672	0.74118	0.00603	0.30776	0.21446	0.00670	-0.02724	0.69101	0.00736	0.33974	0.21672	0.01389	-0.06193	0.69262	0.01289	0.27145	0.08373	0.14439	-0.02388	0.49365	0.01157
662	0.32450	0.25926	-0.01094	-0.03672	0.74084	0.00580	0.30786	0.21411	0.00617	-0.02718	0.69068	0.00722	0.33988	0.21637	0.01320	-0.06186	0.69226	0.01282	0.27249	0.08261	0.14337	-0.02358	0.49333	0.01187
663	0.32433	0.25917	-0.01081	-0.03679	0.74056	0.00567	0.30794	0.21379	0.00594	-0.02717	0.69041	0.00716	0.34000	0.21609	0.01275	-0.06186	0.69195	0.01276	0.27381	0.08145	0.14263	-0.02328	0.49308	0.01208
664	0.32413	0.25904	-0.01068	-0.03703	0.74035	0.00575	0.30801	0.21354	0.00600	-0.02732	0.69023	0.00732	0.34010	0.21591	0.01262	-0.06201	0.69170	0.01285	0.27529	0.08013	0.14200	-0.02302	0.49291	0.01222
665	0.32400	0.25908	-0.01038	-0.03742	0.74010	0.00597	0.30810	0.21347	0.00623	-0.02762	0.69000	0.00759	0.34024	0.21588	0.01266	-0.06234	0.69139	0.01301	0.27667	0.07872	0.14120	-0.02295	0.49268	0.01245
666	0.32406	0.25940	-0.00995	-0.03790	0.73970	0.00619	0.30828	0.21370	0.00652	-0.02802	0.68961	0.00760	0.34044	0.21607	0.01279	-0.06276	0.69098	0.01285	0.27775	0.07737	0.14011	-0.02316	0.49231	0.01290
667	0.32420	0.25990	-0.00942	-0.03846	0.73914	0.00632	0.30850	0.21406	0.00675	-0.02849	0.68906	0.00721	0.34068	0.21638	0.01293	-0.06326	0.69043	0.01227	0.27853	0.07624	0.13892	-0.02353	0.49179	0.01355
668	0.32425	0.26033	-0.00882	-0.03908	0.73847	0.00635	0.30867	0.21431	0.00692	-0.02900	0.68840	0.00682	0.34085	0.21665	0.01309	-0.06380	0.68976	0.01171	0.27917	0.07523	0.13788	-0.02389	0.49117	0.01423
669	0.32416	0.26060	-0.00833	-0.03957	0.73777	0.00639	0.30876	0.21444	0.00719	-0.02944	0.68771	0.00702	0.34093	0.21687	0.01341	-0.06425	0.68904	0.01175	0.27978	0.07411	0.13694	-0.02410	0.49050	0.01462
670	0.32407	0.26076	-0.00805	-0.03977	0.73718	0.00648	0.30885	0.21461	0.00770	-0.02966	0.68713	0.00787	0.34099	0.21717	0.01403	-0.06450	0.68839	0.01247	0.28041	0.07270	0.13582	-0.02411	0.48989	0.01457
671	0.32414	0.26089	-0.00785	-0.03969	0.73674	0.00662	0.30905	0.21486	0.00836	-0.02966	0.68671	0.00888	0.34114	0.21755	0.01489	-0.06452	0.68790	0.01334	0.28090	0.07107	0.13443	-0.02393	0.48943	0.01430
672	0.32437	0.26093	-0.00762	-0.03944	0.73649	0.00686	0.30927	0.21507	0.00904	-0.02947	0.68647	0.00957	0.34131	0.21780	0.01581	-0.06436	0.68763	0.01382	0.28094	0.06944	0.13295	-0.02370	0.48918	0.01426
673	0.32463	0.26078	-0.00745	-0.03911	0.73640	0.00729	0.30931	0.21516	0.00966	-0.02919	0.68636	0.00986	0.34133	0.21774	0.01656	-0.06410	0.68757	0.01391	0.28032	0.06801	0.13160	-0.02368	0.48906	0.01460
674	0.32472	0.26047	-0.00755	-0.03884	0.73631	0.00794	0.30905	0.21519	0.01013	-0.02899	0.68624	0.01007	0.34109	0.21748	0.01703	-0.06390	0.68754	0.01403	0.27922	0.06681	0.13038	-0.02397	0.48894	0.01515
675	0.32469	0.26014	-0.00794	-0.03883	0.73599	0.00869	0.30865	0.21531	0.01054	-0.02902	0.68589	0.01045	0.34073	0.21728	0.01738	-0.06393	0.68726	0.01448	0.27800	0.06581	0.12918	-0.02437	0.48859	0.01566
676	0.32470	0.25992	-0.00833	-0.03919	0.73528	0.00940	0.30832	0.21565	0.01118	-0.02934	0.68518	0.01091	0.34042	0.21734	0.01802	-0.06423	0.68655	0.01508	0.27680	0.06489	0.12798	-0.02466	0.48788	0.01616
677	0.32481	0.25979	-0.00840	-0.03983	0.73426	0.01000	0.30812	0.21615	0.01222	-0.02986	0.68418	0.01125	0.34020	0.21759	0.01919	-0.06474	0.68550	0.01551	0.27554	0.06395	0.12685	-0.02484	0.48689	0.01681
678	0.32493	0.25973	-0.00806	-0.04058	0.73325	0.01045	0.30793	0.21660	0.01337	-0.03047	0.68319	0.01144	0.33998	0.21780	0.02050	-0.06536	0.68445	0.01567	0.27415	0.06301	0.12577	-0.02506	0.48593	0.01757
679	0.32485	0.25983	-0.00739	-0.04135	0.73254	0.01074	0.30755	0.21687	0.01416	-0.03114	0.68250	0.01165	0.33959	0.21781	0.02136	-0.06604	0.68371	0.01573	0.27268	0.06218	0.12470	-0.02540	0.48526	0.01820
680	0.32444	0.26017	-0.00648	-0.04213	0.73217	0.01092	0.30690	0.21704	0.01452	-0.03185	0.68215	0.01206	0.33896	0.21771	0.02169	-0.06678	0.68329	0.01595	0.27122	0.06155	0.12367	-0.02580	0.48491	0.01851
681	0.32375	0.26068	-0.00543	-0.04284	0.73197	0.01108	0.30607	0.21727	0.01487	-0.03254	0.68197	0.01270	0.33814	0.21777	0.02202	-0.06748	0.68303	0.01644	0.26991	0.06098	0.12271	-0.02611	0.48473	0.01865
682	0.32300	0.26114	-0.00453	-0.04343	0.73181	0.01131	0.30529	0.21766	0.01558	-0.03308	0.68183	0.01337	0.33734	0.21810	0.02281	-0.06803	0.68280	0.01706	0.26890	0.06031	0.12180	-0.02622	0.48460	0.01892
683	0.32239	0.26136	-0.00407	-0.04392	0.73162	0.01159	0.30467	0.21815	0.01660	-0.03348	0.68167	0.01384	0.33669	0.21854	0.02393	-0.06843	0.68256	0.01759	0.26818	0.05956	0.12093	-0.02616	0.48445	0.01934
684	0.32190	0.26132	-0.00398	-0.04437	0.73143	0.01181	0.30414	0.21852	0.01750	-0.03380	0.68151	0.01407	0.33617	0.21880	0.02481	-0.06875	0.68232	0.01793	0.26752	0.05889	0.12017	-0.02599	0.48432	0.01970
685	0.32140	0.26115	-0.00394	-0.04476	0.73132	0.01187	0.30357	0.21855	0.01789	-0.03407	0.68142	0.01416	0.33562	0.21865	0.02510	-0.06900	0.68215	0.01808	0.26667	0.05831	0.11951	-0.02576	0.48425	0.01988
